名称,面积,朝向,房型,租金
整租·万科皇马郦宫4室2厅西南,108.00,东,3室2厅1卫,6200
整租·中惠丽阳时代1室1厅南,108.00,东,3室2厅1卫,1600
整租·万科中心4室2厅东南,108.00,东,3室2厅1卫,16000
整租·香树丽舍1室1厅南,108.00,东,3室2厅1卫,1600
整租·丰泰东海城堡0室0厅南,108.00,东,3室2厅1卫,300
整租·保利心语花园2室2厅东,108.00,东,3室2厅1卫,1900
整租·新世纪领居B区5室2厅南,108.00,东,3室2厅1卫,4600
整租·新中银·商道8号3室2厅东南,108.00,东,3室2厅1卫,3500
整租·万象府3室2厅南,123.00,南,3室2厅2卫,5500
整租·卓越中寰3室1厅东,123.00,南,3室2厅2卫,2600
整租·世纪康城3室2厅东,123.00,南,3室2厅2卫,1500
整租·大运城邦悦城4室2厅南,123.00,南,3室2厅2卫,3300
整租·怡丰公寓1室0厅北,123.00,南,3室2厅2卫,1800
整租·安华香蜜松湖二期3室2厅东南,123.00,南,3室2厅2卫,3300
整租·星城翠珑湾四期2室2厅北,123.00,南,3室2厅2卫,2500
整租·世纪康城3室2厅东,123.00,南,3室2厅2卫,2100
整租·新天地华庭2室2厅西,123.00,南,3室2厅2卫,1400
整租·御龙湾4室2厅南/北,123.00,南,3室2厅2卫,4000
整租·翡翠山湖3室2厅北,123.00,南,3室2厅2卫,2500
整租·万荟时代2室2厅东南,123.00,南,3室2厅2卫,2000
整租·三正卧龙山一号2室2厅南,123.00,南,3室2厅2卫,2800
整租·时尚岛蓝钻1室0厅南,123.00,南,3室2厅2卫,1500
整租·万达御湖公馆1室1厅南,123.00,南,3室2厅2卫,1700
整租·丰泰东海城堡3室2厅南,123.00,南,3室2厅2卫,2200
整租·万象府2室2厅南,123.00,南,3室2厅2卫,4000
整租·万象府3室2厅南,123.00,南,3室2厅2卫,5600
整租·中信新天地1室1厅东南,123.00,南,3室2厅2卫,2100
整租·大绿地凤凰花园2室2厅东南,123.00,南,3室2厅2卫,2200
整租·海德琥珀臺3室2厅南,123.00,南,3室2厅2卫,3500
整租·融创玖玺台2室1厅东南,123.00,南,3室2厅2卫,2200
整租·香樟1号1室1厅南,123.00,南,3室2厅2卫,1600
整租·金地前海山3室2厅东南,123.00,南,3室2厅2卫,2500
整租·龙光君御华府3室2厅南,123.00,南,3室2厅2卫,2600
整租·寰宇汇金中心2室1厅东南,123.00,南,3室2厅2卫,2700
整租·百悦尚城三期恒大御湖3室2厅西南,123.00,南,3室2厅2卫,3000
整租·寰宇汇金中心2室1厅东南,123.00,南,3室2厅2卫,2600
整租·光大景湖时代城2室2厅南,123.00,南,3室2厅2卫,2800
整租·汇景城市山谷4室2厅南/北,123.00,南,3室2厅2卫,3000
整租·金地博登湖4室2厅南/北,160.00,南,4室2厅2卫,3000
整租·汇星商业中心1室1厅南,160.00,南,4室2厅2卫,1300
整租·中泰峰境3室2厅南,160.00,南,4室2厅2卫,2300
整租·阳光粤港4室2厅南,160.00,南,4室2厅2卫,2300
整租·绿地商业广场1室1厅北,160.00,南,4室2厅2卫,1200
整租·汇景凯伦湾花园3室1厅东南,160.00,南,4室2厅2卫,1000
整租·龙湖·金地天曜城3室2厅东南,160.00,南,4室2厅2卫,2000
整租·南部湾万科城5室2厅东南,160.00,南,4室2厅2卫,6000
整租·卓越弥敦道4室2厅南,160.00,南,4室2厅2卫,2200
整租·中海·十里溪境4室2厅南,160.00,南,4室2厅2卫,3000
整租·星河传说迪纳公寓1室1厅东南,160.00,南,4室2厅2卫,2500
整租·虎门印象3室2厅南,160.00,南,4室2厅2卫,2500
整租·锦绣山河一期3室2厅东南,160.00,南,4室2厅2卫,3800
整租·沙田碧桂园滨江豪园4室2厅东南,160.00,南,4室2厅2卫,2500
整租·景城花园3室2厅南,160.00,南,4室2厅2卫,1800
整租·兰苑大厦2室2厅南,160.00,南,4室2厅2卫,1500
整租·碧桂园天麓山三期3室2厅北,160.00,南,4室2厅2卫,1700
整租·万科虹溪诺雅3室2厅东南,160.00,南,4室2厅2卫,3500
整租·兰苑大厦2室2厅东北,160.00,南,4室2厅2卫,1600
整租·万科第五城3室2厅南,160.00,南,4室2厅2卫,3200
整租·龙泉别墅小区5室2厅南,160.00,南,4室2厅2卫,12800
整租·时代华庭1室1厅北,160.00,南,4室2厅2卫,1500
整租·天琴湾花园3室2厅东南,160.00,南,4室2厅2卫,1500
整租·正德名居商住楼1室1厅南,160.00,南,4室2厅2卫,1100
整租·盛世豪庭7室2厅南,160.00,南,4室2厅2卫,5500
整租·丰泰裕田花园3室2厅东南,160.00,南,4室2厅2卫,2500
整租·信义怡翠豪园2室2厅南,160.00,南,4室2厅2卫,4200
整租·富怡花园2室1厅东南,160.00,南,4室2厅2卫,1300
整租·金湾花园5室2厅西南,160.00,南,4室2厅2卫,2900
整租·御景花园3室2厅南,160.00,南,4室2厅2卫,1500
整租·中天悦府1室0厅东,351.08,东,1室0厅0卫,6000
整租·博美荣晖楼3室2厅南,351.08,东,1室0厅0卫,1200
整租·虎门印象4室2厅南,351.08,东,1室0厅0卫,3500
整租·虎门万科云城3室2厅东,351.08,东,1室0厅0卫,2700
整租·虎门万科云城3室2厅南,351.08,东,1室0厅0卫,3500
整租·丰泰裕田花园3室2厅南,351.08,东,1室0厅0卫,2500
整租·南部湾万科城3室2厅东南,351.08,东,1室0厅0卫,3500
整租·丰泰裕田花园3室2厅南,351.08,东,1室0厅0卫,2100
整租·南部湾万科城1室0厅南,351.08,东,1室0厅0卫,300
整租·丰泰裕田花园3室2厅南,351.08,东,1室0厅0卫,2200
整租·正中峰璟湾3室2厅南,351.08,东,1室0厅0卫,3200
整租·长福花园3室2厅南,351.08,东,1室0厅0卫,1700
整租·鼎峰悦境2室1厅南,351.08,东,1室0厅0卫,3300
整租·万达公馆2室2厅南,351.08,东,1室0厅0卫,3200
整租·万达公馆2室2厅南,351.08,东,1室0厅0卫,3200
整租·万达公馆2室1厅南,351.08,东,1室0厅0卫,2800
整租·莲峰广场3室2厅南,351.08,东,1室0厅0卫,3500
整租·莲安苑3室2厅南,351.08,东,1室0厅0卫,4000
整租·莲峰广场4室2厅南,351.08,东,1室0厅0卫,4500
整租·莲峰广场3室2厅东,351.08,东,1室0厅0卫,3600
整租·万达公馆3室2厅北,351.08,东,1室0厅0卫,3300
整租·长青东街4室1厅南,351.08,东,1室0厅0卫,1500
整租·信义怡翠豪园2室2厅南,351.08,东,1室0厅0卫,3500
整租·莲花广场2室2厅南,351.08,东,1室0厅0卫,2700
整租·莲花广场3室2厅东南,351.08,东,1室0厅0卫,2200
整租·万科瑧山府4室2厅东北,351.08,东,1室0厅0卫,7500
整租·咸西新苑3室2厅南,351.08,东,1室0厅0卫,2100
整租·长安城市花园3室2厅南,351.08,东,1室0厅0卫,3200
整租·首铸御峰华庭3室2厅南,351.08,东,1室0厅0卫,4800
整租·桃李花园3室2厅南,351.08,东,1室0厅0卫,2000
整租·花园新街2室2厅东南,76.00,东南,2室2厅1卫,1200
整租·香缤城市花园1室1厅东南,76.00,东南,2室2厅1卫,1000
整租·银马广场3室2厅西北,76.00,东南,2室2厅1卫,1300
整租·碧桂园苹果2室2厅南,76.00,东南,2室2厅1卫,1500
整租·星河传说聚星岛A区3室2厅东南,76.00,东南,2室2厅1卫,6000
整租·丽城花园2室1厅东南,76.00,东南,2室2厅1卫,1000
整租·中海松湖林语4室2厅东北,76.00,东南,2室2厅1卫,8000
整租·瀚柏·青柠时代1室1厅西北,76.00,东南,2室2厅1卫,1500
整租·天骄峰景3室2厅东,76.00,东南,2室2厅1卫,5000
整租·佳兆业中央豪门3室2厅南,76.00,东南,2室2厅1卫,2600
整租·汇星商业中心2室2厅西南,76.00,东南,2室2厅1卫,1600
整租·万科汉邦松湖半岛3室2厅东南,76.00,东南,2室2厅1卫,3200
整租·保利首铸天际4室2厅南,76.00,东南,2室2厅1卫,4200
整租·泰禾新天地3室2厅南,76.00,东南,2室2厅1卫,3800
整租·东城中心4室2厅北,76.00,东南,2室2厅1卫,3500
整租·山水江南花园3室2厅南,76.00,东南,2室2厅1卫,2300
整租·松湖碧桂园三期4室2厅西南,76.00,东南,2室2厅1卫,3800
整租·绿地商业广场3室1厅北,76.00,东南,2室2厅1卫,1200
整租·卓越中寰1室1厅东,76.00,东南,2室2厅1卫,1900
整租·嘉湖山庄3室2厅西,76.00,东南,2室2厅1卫,1300
整租·融创云玥臺3室2厅南,76.00,东南,2室2厅1卫,2500
整租·融创清溪壹号4室2厅南,76.00,东南,2室2厅1卫,3200
整租·中海松湖林语3室2厅南,76.00,东南,2室2厅1卫,4000
整租·碧桂园东江月1室1厅东北,76.00,东南,2室2厅1卫,1150
整租·榕树角大街1室1厅东南,76.00,东南,2室2厅1卫,1500
整租·天林湖花园2室2厅南/北,76.00,东南,2室2厅1卫,2100
整租·景湖蓝郡一期君兰雅筑4室2厅西南,76.00,东南,2室2厅1卫,5900
整租·财富新地花园3室2厅东南,76.00,东南,2室2厅1卫,2400
整租·寰宇汇金中心4室1厅东南,76.00,东南,2室2厅1卫,10890
整租·万科四季花城3室2厅南,76.00,东南,2室2厅1卫,3000
整租·聚豪名轩1室1厅北,45.00,北,1室1厅1卫,1200
整租·唐商翰林府3室2厅东南,45.00,北,1室1厅1卫,3000
整租·光大山湖城2室2厅北,45.00,北,1室1厅1卫,1500
整租·卓越中寰1室1厅东,45.00,北,1室1厅1卫,2000
整租·花园新村3室1厅西南,45.00,北,1室1厅1卫,1300
整租·松湖碧桂园一期4室2厅东南,45.00,北,1室1厅1卫,4000
整租·星河传说迪纳公寓2室2厅东南,45.00,北,1室1厅1卫,2800
整租·中联大厦3室2厅南,45.00,北,1室1厅1卫,3000
整租·新世纪星城美寓1室1厅南,45.00,北,1室1厅1卫,1500
整租·皇庭峰景壹号2室1厅南,45.00,北,1室1厅1卫,2200
整租·怡乐广场2室2厅南,45.00,北,1室1厅1卫,1200
整租·虎门滨海城4室2厅南,45.00,北,1室1厅1卫,3500
整租·丰泰东海城堡3室2厅东南,45.00,北,1室1厅1卫,2000
整租·班芙春天3室2厅南,45.00,北,1室1厅1卫,1800
整租·卓越弥敦道御府3室2厅东,45.00,北,1室1厅1卫,1800
整租·汇景豪庭3室2厅南,45.00,北,1室1厅1卫,2800
整租·万科金色城市3室2厅南,45.00,北,1室1厅1卫,3000
整租·金地卓越松湖悦湾1室0厅复式南,45.00,北,1室1厅1卫,1500
整租·新中银·金色华庭2室2厅南,45.00,北,1室1厅1卫,2600
整租·富怡花园3室2厅东北,45.00,北,1室1厅1卫,1500
整租·卓越中寰1室0厅北,45.00,北,1室1厅1卫,1500
整租·寰宇汇金中心2室1厅南,45.00,北,1室1厅1卫,8500
整租·华润幸福里3室2厅南,45.00,北,1室1厅1卫,1950
整租·卓越弥敦道御府2室1厅东,45.00,北,1室1厅1卫,1500
整租·嘉宏松湖里的鱼3室2厅东南/南,45.00,北,1室1厅1卫,3000
整租·地标大厦1室1厅南,45.00,北,1室1厅1卫,1800
整租·塘盛花园3室2厅南,45.00,北,1室1厅1卫,1900
整租·万达御湖公馆1室0厅东南,45.00,北,1室1厅1卫,1600
整租·首创禧瑞阅府4室2厅南/北,45.00,北,1室1厅1卫,2000
整租·黄金花园3室2厅南,45.00,北,1室1厅1卫,2900
整租·万科翡丽山3室2厅东南/南,95.00,南,3室2厅2卫,3000
整租·中信森林湖兰溪谷4室2厅南,95.00,南,3室2厅2卫,4900
整租·万科中天城市花园3室2厅东南,95.00,南,3室2厅2卫,3000
整租·万科翡丽山3室2厅东南/南,95.00,南,3室2厅2卫,2300
整租·万科中天城市花园3室2厅东南,95.00,南,3室2厅2卫,3000
整租·万科翡丽山3室2厅南,95.00,南,3室2厅2卫,2500
整租·稻花村3室2厅东南/南,95.00,南,3室2厅2卫,2100
整租·石竹花园3室2厅东南,95.00,南,3室2厅2卫,2500
整租·石竹花园3室2厅东南,95.00,南,3室2厅2卫,2800
整租·石竹花园1室1厅北,95.00,南,3室2厅2卫,2000
整租·石竹花园3室2厅东南,95.00,南,3室2厅2卫,2000
整租·菊香苑3室1厅东北,95.00,南,3室2厅2卫,2000
整租·稻花村1室1厅东南,95.00,南,3室2厅2卫,1600
整租·稻花村1室1厅东,95.00,南,3室2厅2卫,1700
整租·菊香苑3室2厅东南,95.00,南,3室2厅2卫,2500
整租·新兴花园小区4室2厅西南,95.00,南,3室2厅2卫,1300
整租·华凯豪庭3室1厅北,95.00,南,3室2厅2卫,3000
整租·华凯豪庭3室2厅北,95.00,南,3室2厅2卫,3200
整租·华凯豪庭2室2厅北,95.00,南,3室2厅2卫,2300
整租·联佳大厦2室2厅东南,95.00,南,3室2厅2卫,3200
整租·君御旗峰豪园3室2厅南,95.00,南,3室2厅2卫,8500
整租·澳南路二十四巷6室2厅南,95.00,南,3室2厅2卫,3000
整租·凯名轩5室2厅复式南/北,95.00,南,3室2厅2卫,12000
整租·新兴花园小区4室2厅南,95.00,南,3室2厅2卫,1500
整租·沿河商住区3室2厅东南,95.00,南,3室2厅2卫,1200
整租·沿河商住区3室2厅南,95.00,南,3室2厅2卫,1500
整租·沿河商住区2室2厅西南,95.00,南,3室2厅2卫,1000
整租·沿河商住区3室2厅东南,95.00,南,3室2厅2卫,1200
整租·中央财津2室1厅东,95.00,南,3室2厅2卫,2000
整租·名门世家2室2厅西南,95.00,南,3室2厅2卫,2800
整租·金泓财富公馆3室2厅东南,36.80,东南,3室2厅1卫,1800
整租·利澳花园3室2厅东南,36.80,东南,3室2厅1卫,1700
整租·东骏豪苑1室0厅东南/南,36.80,东南,3室2厅1卫,500
整租·宏远江南世家2室2厅西南,36.80,东南,3室2厅1卫,2100
整租·凯东新城3室2厅东南,36.80,东南,3室2厅1卫,2400
整租·御景花园2室1厅南,36.80,东南,3室2厅1卫,1200
整租·广基自由星城3室2厅南,36.80,东南,3室2厅1卫,2800
整租·长安花园3室2厅北,36.80,东南,3室2厅1卫,3000
整租·阳光城MODO3室2厅东南,36.80,东南,3室2厅1卫,2500
整租·聚豪名轩1室1厅南/北,36.80,东南,3室2厅1卫,1100
整租·中集智荟园2室2厅南,36.80,东南,3室2厅1卫,2600
整租·卓越维港5室1厅东南,36.80,东南,3室2厅1卫,12500
整租·寰宇汇金中心2室1厅东南,36.80,东南,3室2厅1卫,2600
整租·嘉宏松湖里的鱼2室2厅西北,36.80,东南,3室2厅1卫,3000
整租·星河时代花园3室2厅东,36.80,东南,3室2厅1卫,1900
整租·海霞新都会1室1厅东南,36.80,东南,3室2厅1卫,1100
整租·联华花园城3室2厅东南,36.80,东南,3室2厅1卫,2600
整租·迎宾豪苑1室1厅南,36.80,东南,3室2厅1卫,2000
整租·翔龙天地4室2厅南/北,36.80,东南,3室2厅1卫,4500
整租·春晖国际城2室2厅南,36.80,东南,3室2厅1卫,2400
整租·半岛豪庭2室2厅北,36.80,东南,3室2厅1卫,2500
整租·中惠松湖城二期3室2厅西南,36.80,东南,3室2厅1卫,2200
整租·中信森林湖兰溪谷3室2厅南,36.80,东南,3室2厅1卫,5800
整租·广源阳光里2室2厅北,36.80,东南,3室2厅1卫,2100
整租·百悦尚城三期恒大御湖2室2厅南,36.80,东南,3室2厅1卫,2900
整租·大运城邦卫城2室2厅南,36.80,东南,3室2厅1卫,2600
整租·万科金域蓝湾2室2厅东南,36.80,东南,3室2厅1卫,2100
整租·卓越中寰1室1厅南,36.80,东南,3室2厅1卫,1800
整租·星汇常一居3室2厅东南,36.80,东南,3室2厅1卫,1800
整租·万达华府1室1厅北,36.80,东南,3室2厅1卫,1500
整租·三正世纪新城3室2厅东,92.00,东,3室2厅1卫,1800
整租·柏景豪庭2室2厅南,92.00,东,3室2厅1卫,2500
整租·蓝山锦湾3室2厅南/北,92.00,东,3室2厅1卫,3600
整租·永乐楼3室2厅东南,92.00,东,3室2厅1卫,1000
整租·卓越蔚蓝岸4室2厅南,92.00,东,3室2厅1卫,2800
整租·绿地商业广场3室1厅北,92.00,东,3室2厅1卫,1500
整租·嘉宏松湖里的鱼2室1厅南,92.00,东,3室2厅1卫,2300
整租·长城世家4室2厅东南/南/西南/北,92.00,东,3室2厅1卫,4500
整租·东田翠湖湾4室2厅南,92.00,东,3室2厅1卫,4000
整租·碧桂园·万象松湖1室1厅北,92.00,东,3室2厅1卫,17000
整租·光大山湖城4室2厅东南,92.00,东,3室2厅1卫,2800
整租·绿地商业广场1室1厅南,92.00,东,3室2厅1卫,1200
整租·碧桂园苹果1室1厅东,92.00,东,3室2厅1卫,1000
整租·嘉宏松湖里的鱼1室1厅南,92.00,东,3室2厅1卫,1300
整租·富盈WO城4室2厅东南,92.00,东,3室2厅1卫,2000
整租·中惠香樟绿洲3室2厅南,92.00,东,3室2厅1卫,2500
整租·和光尘樾3室1厅复式东南/南,92.00,东,3室2厅1卫,2000
整租·光大地王广场1室0厅北,92.00,东,3室2厅1卫,1700
整租·新城市花园二期3室1厅东南/南,92.00,东,3室2厅1卫,2800
整租·绿地商业广场1室1厅南,92.00,东,3室2厅1卫,1300
整租·德洲丹缇轩4室2厅北,92.00,东,3室2厅1卫,3000
整租·星河传说迪纳公寓2室1厅南,92.00,东,3室2厅1卫,3000
整租·华阳湖1号3室1厅南/北,92.00,东,3室2厅1卫,1800
整租·华联大厦3室2厅东南,92.00,东,3室2厅1卫,1800
整租·碧桂园苹果2室1厅西北,92.00,东,3室2厅1卫,1350
整租·星河传说迪纳公寓1室1厅东南,92.00,东,3室2厅1卫,2800
整租·万科中心2室2厅西北,92.00,东,3室2厅1卫,2300
整租·中正SOHO1室2厅北,92.00,东,3室2厅1卫,2500
整租·卓越中寰2室1厅东,92.00,东,3室2厅1卫,1800
整租·寰宇汇金中心2室1厅东南,92.00,东,3室2厅1卫,2500
整租·富盈山水华府3室2厅南,99.00,南,3室2厅2卫,3200
整租·香樟1号3室2厅南,99.00,南,3室2厅2卫,2500
整租·茶山碧桂园首府3室2厅南/北,99.00,南,3室2厅2卫,2500
整租·新城玺樾门第3室2厅南,99.00,南,3室2厅2卫,2000
整租·健逸天地3室2厅南,99.00,南,3室2厅2卫,3500
整租·碧海云天3室2厅南,99.00,南,3室2厅2卫,1800
整租·礼顿金御海湾2室1厅南,99.00,南,3室2厅2卫,1500
整租·锦绣城市花园3室2厅南,99.00,南,3室2厅2卫,2600
整租·锦绣山河一期4室2厅东南,99.00,南,3室2厅2卫,5000
整租·建安广场3室2厅南,99.00,南,3室2厅2卫,2100
整租·中信红树山3室1厅东,99.00,南,3室2厅2卫,1500
整租·嘉华嘉誉湾3室2厅南,99.00,南,3室2厅2卫,2500
整租·天骄峰景B区4室2厅北,99.00,南,3室2厅2卫,6000
整租·卓越弥敦道3室2厅东南,99.00,南,3室2厅2卫,2500
整租·宜景康源1室1厅东南,99.00,南,3室2厅2卫,1400
整租·松湖碧桂园三期3室2厅南,99.00,南,3室2厅2卫,3000
整租·中海松湖林语4室2厅东/东南/南/西南,99.00,南,3室2厅2卫,7500
整租·三正瑞士半山3室2厅南/北,99.00,南,3室2厅2卫,4500
整租·奥园城市天地4室2厅复式南/北,99.00,南,3室2厅2卫,1800
整租·水印长堤3室2厅南/北,99.00,南,3室2厅2卫,3000
整租·松湖碧桂园三期3室2厅西南,99.00,南,3室2厅2卫,3000
整租·瀛聚楼4室2厅东,99.00,南,3室2厅2卫,2200
整租·万科第五城4室2厅南,99.00,南,3室2厅2卫,3200
整租·宜景康源1室0厅东,99.00,南,3室2厅2卫,1500
整租·汉邦66广场2室2厅东南,99.00,南,3室2厅2卫,2500
整租·中惠山畔名城2室2厅南,99.00,南,3室2厅2卫,3200
整租·中惠香樟绿洲3室2厅南,99.00,南,3室2厅2卫,2000
整租·礼顿金御海湾3室2厅南,99.00,南,3室2厅2卫,2000
整租·东泰花园风云汇2室2厅南,99.00,南,3室2厅2卫,2100
整租·卓越蔚蓝岸4室2厅南,99.00,南,3室2厅2卫,2400
整租·中惠沁林山庄4室2厅东南,114.00,东南,4室2厅2卫,2000
整租·汇商花苑4室2厅东南,114.00,东南,4室2厅2卫,2500
整租·碧湖湾3室2厅南,114.00,东南,4室2厅2卫,3500
整租·龙福花园3室2厅西北,114.00,东南,4室2厅2卫,2300
整租·万科虹溪诺雅3室2厅东南/南,114.00,东南,4室2厅2卫,4500
整租·汉唐蜜园2室1厅西南,114.00,东南,4室2厅2卫,1700
整租·保利心语花园1室1厅西,114.00,东南,4室2厅2卫,1500
整租·万科首铸东江之星1室1厅东,114.00,东南,4室2厅2卫,1600
整租·花样年华1室1厅南,114.00,东南,4室2厅2卫,1200
整租·万科虹溪诺雅1室1厅南,114.00,东南,4室2厅2卫,2000
整租·星城翠珑湾四期2室2厅西,114.00,东南,4室2厅2卫,2500
整租·长虹百荟4室1厅复式南,114.00,东南,4室2厅2卫,2200
整租·卓越中寰3室1厅东,114.00,东南,4室2厅2卫,2800
整租·卓越蔚蓝郡2室2厅东南,114.00,东南,4室2厅2卫,2200
整租·方直星澜4室2厅南/北,114.00,东南,4室2厅2卫,3600
整租·虎门印象2室2厅南,114.00,东南,4室2厅2卫,2400
整租·汉唐蜜园2室1厅西南,114.00,东南,4室2厅2卫,1600
整租·碧桂园苹果2室2厅南,114.00,东南,4室2厅2卫,1300
整租·深业松湖云城4室2厅南,114.00,东南,4室2厅2卫,5200
整租·购物城2室2厅东南,114.00,东南,4室2厅2卫,1000
整租·虎门印象1室1厅西,114.00,东南,4室2厅2卫,4300
整租·三屯富怡名居2室2厅东南/东北,114.00,东南,4室2厅2卫,2200
整租·阳光城湖山悦3室2厅西南,114.00,东南,4室2厅2卫,2000
整租·中惠香樟绿洲3室2厅南,114.00,东南,4室2厅2卫,2600
整租·丰泰东海城堡3室2厅南,114.00,东南,4室2厅2卫,1800
整租·鼎峰卡布斯2室2厅南/北,114.00,东南,4室2厅2卫,2200
整租·碧桂园苹果2室1厅南,114.00,东南,4室2厅2卫,1500
整租·锦龙又一城13室2厅南,114.00,东南,4室2厅2卫,2500
整租·金泽花园3室2厅南,114.00,东南,4室2厅2卫,2600
整租·时代天韵4室2厅东/东南/南,114.00,东南,4室2厅2卫,3000
整租·保利卓越中环广场3室2厅南,95.00,南,3室2厅2卫,2800
整租·南部湾万科城3室2厅东南,95.00,南,3室2厅2卫,2800
整租·万科虹溪诺雅3室2厅东南,95.00,南,3室2厅2卫,4000
整租·宜景康源1室0厅南,95.00,南,3室2厅2卫,900
整租·松湖碧桂园一期7室3厅南,95.00,南,3室2厅2卫,8000
整租·金地·艺境水岸2室1厅西北,95.00,南,3室2厅2卫,1800
整租·方中兰亭轩1室0厅东南,95.00,南,3室2厅2卫,1300
整租·碧桂园东江月2室1厅北,95.00,南,3室2厅2卫,1600
整租·东城中心4室2厅南,95.00,南,3室2厅2卫,6500
整租·富盈山水华府2室2厅南,95.00,南,3室2厅2卫,2000
整租·锦龙又一城22室2厅南,95.00,南,3室2厅2卫,2700
整租·晓翠园2室1厅南,95.00,南,3室2厅2卫,1550
整租·保利欢乐大都汇1室1厅南,95.00,南,3室2厅2卫,2200
整租·恒盈豪庭1室1厅东南,95.00,南,3室2厅2卫,1300
整租·玖颂江湾1室1厅南/北,95.00,南,3室2厅2卫,1000
整租·安华香蜜松湖二期3室2厅东南,95.00,南,3室2厅2卫,3500
整租·天利中央花园3室2厅西南,95.00,南,3室2厅2卫,4000
整租·南部湾万科城3室2厅东南,95.00,南,3室2厅2卫,3200
整租·地标广场1室1厅东,95.00,南,3室2厅2卫,1500
整租·宝翠花園3室2厅东北,95.00,南,3室2厅2卫,1600
整租·花样年江山3室2厅南,95.00,南,3室2厅2卫,1600
整租·万科中天城市花园4室2厅南,95.00,南,3室2厅2卫,3600
整租·中海松湖林语4室2厅南,95.00,南,3室2厅2卫,4500
整租·星河璟悦公馆2室1厅南,95.00,南,3室2厅2卫,1700
整租·卓越金茂浅水湾3室2厅南,95.00,南,3室2厅2卫,2500
整租·金地城南艺境3室2厅北,95.00,南,3室2厅2卫,2600
整租·星河时代花园4室2厅南,95.00,南,3室2厅2卫,3500
整租·万科首铸东江之星1室1厅东北,95.00,南,3室2厅2卫,1500
整租·宏川智汇中心2室2厅南,95.00,南,3室2厅2卫,2350
整租·天龙居2室2厅东南,95.00,南,3室2厅2卫,1600
整租·卓越蔚蓝城邦3室2厅南,98.00,南,3室2厅1卫,2000
整租·时代天韵3室2厅南,98.00,南,3室2厅1卫,2000
整租·绿地商业广场3室2厅南,98.00,南,3室2厅1卫,1500
整租·正德名居商住楼1室0厅西,98.00,南,3室2厅1卫,1150
整租·天麟八号公馆3室2厅南,98.00,南,3室2厅1卫,2700
整租·达鑫江滨新城3室2厅南/北,98.00,南,3室2厅1卫,2400
整租·绿地商业广场1室1厅南,98.00,南,3室2厅1卫,1100
整租·新城玺樾门第3室2厅南,98.00,南,3室2厅1卫,2500
整租·清溪金茂逸墅3室2厅南,98.00,南,3室2厅1卫,3100
整租·虎门客天下3室2厅东南,98.00,南,3室2厅1卫,3300
整租·怡丰映玥明轩4室2厅南,98.00,南,3室2厅1卫,3300
整租·中惠沁林山庄5室2厅东南,98.00,南,3室2厅1卫,3000
整租·东湖花园2室2厅南/北,98.00,南,3室2厅1卫,1900
整租·新城市花园二期3室2厅东南,98.00,南,3室2厅1卫,3000
整租·绿地商业广场3室1厅南,98.00,南,3室2厅1卫,1600
整租·恒大帝景2室2厅东,98.00,南,3室2厅1卫,2000
整租·万科金域华府二期2室1厅东南,98.00,南,3室2厅1卫,2600
整租·维多利花园2室2厅南,98.00,南,3室2厅1卫,850
整租·万科金域华府二期3室2厅南,98.00,南,3室2厅1卫,3600
整租·阅云台3室2厅南/西南,98.00,南,3室2厅1卫,3500
整租·嘉信广场2室1厅南,98.00,南,3室2厅1卫,2000
整租·丰华珑远翠珑湾3室1厅南,98.00,南,3室2厅1卫,4300
整租·班芙春天4室2厅东南,98.00,南,3室2厅1卫,2700
整租·星城翠珑湾四期3室2厅南/北,98.00,南,3室2厅1卫,3600
整租·时代天韵3室2厅南,98.00,南,3室2厅1卫,2500
整租·万科首铸东江之星1室1厅南,98.00,南,3室2厅1卫,1500
整租·中信红树山3室2厅南,98.00,南,3室2厅1卫,2000
整租·名门世家1室1厅东北,98.00,南,3室2厅1卫,1800
整租·中海·莞府3室2厅东南,98.00,南,3室2厅1卫,22000
整租·石竹花园3室2厅东南,98.00,南,3室2厅1卫,2600
整租·光大景湖春晓1室1厅东南,47.70,南,1室1厅1卫,1900
整租·香缤时代园2室1厅南,47.70,南,1室1厅1卫,2200
整租·融创清溪壹号1室1厅南,47.70,南,1室1厅1卫,1300
整租·卓越中寰1室1厅南,47.70,南,1室1厅1卫,1700
整租·万科金地·天空之城3室2厅东南,47.70,南,1室1厅1卫,3500
整租·海伦湾3室2厅南/北,47.70,南,1室1厅1卫,2400
整租·阳光国际商城2室1厅南,47.70,南,1室1厅1卫,2800
整租·嘉信广场2室2厅南,47.70,南,1室1厅1卫,1800
整租·万科虹溪诺雅4室2厅西南,47.70,南,1室1厅1卫,13000
整租·鸿福广场1室1厅东北,47.70,南,1室1厅1卫,1800
整租·保利时区3室2厅南,47.70,南,1室1厅1卫,3000
整租·怡丰昌盛大厦1室0厅西南,47.70,南,1室1厅1卫,1000
整租·永江臻萃园4室2厅北,47.70,南,1室1厅1卫,3700
整租·金湾花园3室2厅东南,47.70,南,1室1厅1卫,1200
整租·利澳花园2室2厅东南,47.70,南,1室1厅1卫,1300
整租·时代香海彼岸3室2厅西南,47.70,南,1室1厅1卫,2500
整租·塞纳城市嘉园2室2厅北,47.70,南,1室1厅1卫,2300
整租·天悦家园3室2厅东南,47.70,南,1室1厅1卫,3200
整租·新世纪领居A区3室2厅西南,47.70,南,1室1厅1卫,2600
整租·卓越弥敦道御府3室2厅南,47.70,南,1室1厅1卫,2400
